DISTRITO,BAIRRO,END_COMPLETO,NUM_ENDERECO,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,COD_INDICADOR_ESTAB_ENDERECO
DASAC,MARACANGALHA,RUA  DEZESSETE,151,-1.400056,-48.480856,RESTAURANTE,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,1361,-1.397351,-48.453769,CHURRASCARIA,1.0
DABEL,BATISTA CAMPOS,TRAVESSA PADRE EUTIQUIO,2047,-1.462902,-48.487794,RESTAURANTE SABOR DI CASA,1.0
DAGUA,CONDOR,PASSAGEM  NOVA,195,-1.472708,-48.485017,BAR,1.0
DASAC,PEDREIRA,TRAVESSA DOUTOR ENEAS PINHEIRO,932,-1.425461,-48.465363,AMIGOS BAR,1.0
DABEL,NAZARE,TRAVESSA  QUATORZE DE MARCO,1596,-1.449499,-48.480646,CHURRASCARIA E BUFFET GLAU RESTO,1.0
DAGUA,GUAMA,AVENIDA  JOSE BONIFACIO,2416,-1.468693,-48.468723,BAR,1.0
DAGUA,GUAMA,AVENIDA  JOSE BONIFACIO,2416,-1.468573,-48.468624,BAR,1.0
DABEN,CABANAGEM,RUA SAO JOSE,8,-1.37401,-48.434025,DEPOSITO BEBIDA L A,1.0
DABEL,UMARIZAL,TRAVESSA DOM ROMUALDO DE SEIXAS,139,-1.437262,-48.491296,RESTAURANTE,1.0
DAMOS,MANGUEIRAS,ALAMEDA  ALMERINDO TRINDADE,0,-1.14673,-48.452639,BAR FIM DO MUNDO,1.0
DASAC,BARREIRO,RUA  DO CDP,29,-1.408745,-48.477818,BOTECO BOTA CHOPP,1.0
DABEL,UMARIZAL,RUA  ANTONIO BARRETO,1117,-1.443331,-48.478783,RESTAURANTE SIMPLE,1.0
DAICO,TENONE,PASSAGEM  QUINTA LINHA,29,-1.324982,-48.440649,BAR,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  CASTRO ALVES,199,-1.294398,-48.463445,BAR,1.0
DAICO,TENONE,PASSAGEM  QUINTA LINHA,49,-1.324367,-48.440659,CAFE,1.0
DAICO,PARQUE GUAJARA,RODOVIA  AUGUSTO MONTENEGRO,1234,-1.307337,-48.460507,RESTAURANTE,1.0
DABEL,UMARIZAL,AVENIDA SENADOR LEMOS,34,-1.442649,-48.490169,RESTAURANTE DOCA GOURMET,1.0
DAGUA,GUAMA,RUA  TRES DE OUTUBRO,340,-1.468641,-48.460257,BAR,1.0
DASAC,PEDREIRA,TRAVESSA  VILETA,1256,-1.433231,-48.4722,RESTAURANTE,1.0
DABEL,CAMPINA,TRAVESSA  FRUTUOSO GUIMARAES,557,-1.453631,-48.497482,BAR E RESTAURANTE DESATIVADO,1.0
DAENT,CURIO-UTINGA,RUA  DO UTINGA,170,-1.425439,-48.449843,RESTAURANTE E LANCHONETE ROTA DO PARQUE,1.0
DAMOS,CARANANDUBA,RAMAL  DO DMER,0,-1.100601,-48.400936,BAR IMPERIO,1.0
DAENT,MANGUEIRAO,QUADRA  DEZENOVE,15,-1.377706,-48.440105,RESTAURANTE DA NELMA,1.0
DAENT,MANGUEIRAO,QUADRA  DEZENOVE,0,-1.378455,-48.439757,CHURRASCARIA,1.0
DABEL,UMARIZAL,RUA CONEGO JERONIMO PIMENTEL,410,-1.441143,-48.487528,RESTAURANTE DOM BISTRO,1.0
DAMOS,VILA,TRAVESSA CORONEL JOSE MOTA,0,-1.159279,-48.471332,BAR DA VOVO,1.0
DAMOS,VILA,TRAVESSA CORONEL JOSE MOTA,0,-1.159949,-48.47169,BAR E RESTAURANTE,1.0
DABEN,PARQUE VERDE,RUA  DEZESSEIS DE AGOSTO,20,-1.355671,-48.455073,BAR E MERCEARIA,1.0
DAMOS,VILA,TRAVESSA CORONEL JOSE MOTA,0,-1.159664,-48.471468,BAR E RESTAURANTE,1.0
DAMOS,VILA,TRAVESSA CORONEL JOSE MOTA,2,-1.160545,-48.472116,BAR E RESTAURANTE MARCAO,1.0
DAGUA,CONDOR,AVENIDA  BERNARDO SAYAO,3887,-1.474829,-48.472747,BAR XALE DO ANTONIO,1.0
DAICO,CAMPINA DE ICOARACI,ESTRADA  DA MARACACUERA,615,-1.301616,-48.462373,RESTAURANTE E BAR MARANHENSE,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,0,-1.395304,-48.453827,BAR,1.0
DAGUA,GUAMA,PASSAGEM  TUCUNDUBA DOIS,2,-1.464845,-48.455956,BAR E MERCEARIA,1.0
DAGUA,GUAMA,PASSAGEM  TUCUNDUBA DOIS,27,-1.46483,-48.455258,BAR,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  BRASILIA,36,-1.29877,-48.462505,RESTAURANTE A DONA DO PEDACO,1.0
DABEN,PRATINHA,PASSAGEM  NOVO HORIZONTE,0,-1.368909,-48.470385,NOSSO BAR,1.0
DASAC,TELEGRAFO,RODOVIA  ARTHUR BERNARDES,251,-1.426074,-48.489129,RESTAURANTE,1.0
DAENT,MANGUEIRAO,RUA  C,311,-1.39654,-48.432345,BAR E PETISCARIA CALCADAO MIX,1.0
DAICO,TENONE,PASSAGEM  QUINTA LINHA,0,-1.319982,-48.441023,BAR KAISER,1.0
DAGUA,JURUNAS,AVENIDA  BERNARDO SAYAO,2211,-1.476764,-48.48844,RESTAURANTE TUDO NOSSA,1.0
DAGUA,JURUNAS,AVENIDA  BERNARDO SAYAO,2237,-1.476853,-48.488257,BAR DA ALINE,1.0
DAMOS,NATAL DO MURUBIRA,RUA  NATAL DO MURUBIRA,703,-1.13492,-48.448557,BAR,1.0
DABEN,TAPANA,ALAMEDA SAO JOSE,37,-1.340983,-48.473212,BAR,1.0
DAENT,MANGUEIRAO,AVENIDA  DOS PLANETAS,0,-1.387226,-48.441327,RESTAURANTE DA ANA,1.0
DABEL,CAMPINA,TRAVESSA  FRUTUOSO GUIMARAES,283,-1.452189,-48.49964,RESTAURANTE TRADICAO,1.0
DAGUA,JURUNAS,RUA  OSVALDO DE CALDAS BRITO,353,-1.469266,-48.499623,BAR,1.0
DABEN,BENGUI,PASSAGEM NOSSA SENHORA DAS GRACAS,0,-1.377386,-48.448245,BAR CONVENIENCIA,1.0
DAGUA,JURUNAS,RUA  DOS MUNDURUCUS,225,-1.471478,-48.498116,VENDA DE CHURRASCO,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,388,-1.103301,-48.413209,RESTAURANTE BOA VISTA,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,41,-1.313834,-48.459318,RESTAURANTE BOM SABOR,1.0
DAGUA,MONTESE (TERRA FIRME),RUA  LAURO SODRE,260,-1.452469,-48.4491,BAR,1.0
DAGUA,MONTESE (TERRA FIRME),RUA  LAURO SODRE,50,-1.453712,-48.450527,BAR E MERCEARIA,1.0
DABEN,COQUEIRO,AVENIDA  SECUNDARIA,26,-1.334955,-48.440645,BAR E RESTAURANTE,1.0
DABEN,COQUEIRO,AVENIDA  SECUNDARIA,25,-1.334569,-48.438754,RESTAURANTE M E A,1.0
DABEL,CIDADE VELHA,TRAVESSA  BOM JARDIM,253,-1.462668,-48.50028,BAR E RESTAURANTE,1.0
DAICO,PONTA GROSSA,RUA  QUINZE DE AGOSTO,1356,-1.305851,-48.483288,BAR,1.0
DABEN,TAPANA,RUA PRESIDENTE GETULIO VARGAS,50,-1.347847,-48.473968,BAR,1.0
DAGUA,CONDOR,TRAVESSA  TRES DE MAIO,35,-1.467936,-48.473405,BAR DA SUZI,1.0
DABEN,COQUEIRO,RUA  SEM DENOMINACAO 5,61,-1.350173,-48.448416,BAR DA PRACA,1.0
DAICO,PARQUE GUAJARA,RUA  TREZE DE AGOSTO,49,-1.336563,-48.458624,BAR,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,0,-1.108034,-48.416403,RESTAURANTE DA ANDREIA,1.0
DABEN,PARQUE VERDE,RODOVIA  AUGUSTO MONTENEGRO,0,-1.356418,-48.453269,CASA DE SHOW METROPOLE CYTI HALL,2.0
DABEN,TAPANA,RUA  CHICO MENDES,8,-1.338568,-48.460813,BAR,1.0
DAOUT,AGUA BOA,RUA SAO DOMINGOS,123,-1.240223,-48.431752,BAR E MERCEARIA,1.0
DAENT,GUANABARA,RUA  DA PEDREIRINHA,59,-1.397073,-48.410472,BAR E SIMILARES,1.0
DABEL,NAZARE,TRAVESSA DOUTOR MORAES,49,-1.454157,-48.490823,CAFE COM AMOR,1.0
DAICO,MARACACUERA,PARQUE  ZOGBI,548,-1.295646,-48.460188,CONVENIENCIA BOTECO DA CACHACA,2.0
DAICO,PARACURI,RODOVIA  ARTHUR BERNARDES,4,-1.321988,-48.484992,BAR,1.0
DAGUA,JURUNAS,RUA  OSVALDO DE CALDAS BRITO,955,-1.465092,-48.496368,BAR DO LAYON,1.0
DAGUA,JURUNAS,RUA  OSVALDO DE CALDAS BRITO,885,-1.465327,-48.496645,BAR E MERCEARIA CASA DOS ANJOS,1.0
DAICO,MARACACUERA,RUA  DO PORTO,0,-1.277227,-48.426009,BAR,1.0
DABEN,PRATINHA,PASSAGEM SAO VICENTE DE PAULA,2,-1.357934,-48.475736,IZAS BAR,1.0
DAENT,SOUZA,PASSAGEM  MONTEIRO LOBATO,61,-1.409738,-48.445653,DEPOSITO DE BEBIDAS,1.0
DAGUA,GUAMA,FURO  DO BENEDITO,0,-1.519694,-48.464331,BAR,1.0
DAGUA,JURUNAS,FURO  DO BENEDITO,0,-1.498125,-48.492063,RESTAURANTE,1.0
DAMOS,PORTO ARTHUR,RUA  BEIRA RIO,0,-1.122078,-48.448215,RESTAURANTE SABOR MARANHENSE,1.0
DAMOS,PORTO ARTHUR,RUA  BEIRA RIO,0,-1.12561,-48.448502,BAR,1.0
DAGUA,CREMACAO,TRAVESSA  TRES DE MAIO,0,-1.459019,-48.473676,CAFE TRES CORACOES,1.0
DAGUA,GUAMA,RUA  PAES DE SOUZA,712,-1.462265,-48.465425,RESTAURANTE,1.0
DAGUA,CREMACAO,RUA SAO MIGUEL,1541,-1.464222,-48.478011,CAFE DA VANDA,1.0
DASAC,SACRAMENTA,RUA  TRES DE OUTUBRO,246,-1.411115,-48.473381,RESTAURANTE SABOR E FE,1.0
DASAC,SACRAMENTA,RUA  TRES DE OUTUBRO,366,-1.409965,-48.473357,RESTAURANTE E LANCHONETE JM,1.0
DAGUA,CONDOR,AVENIDA  ALCINDO CACELA,4284,-1.474759,-48.475857,BAR,1.0
DAGUA,CONDOR,AVENIDA  ALCINDO CACELA,4288,-1.474754,-48.475895,BAR E RESTAURANTE PEIXARIA DO CARECA,1.0
DAGUA,CONDOR,AVENIDA  ALCINDO CACELA,4338,-1.475335,-48.475854,BAR BOTECO DA PRINCESA,1.0
DAGUA,CONDOR,AVENIDA  ALCINDO CACELA,4336,-1.475335,-48.475855,DEPOSITO BEBIDAS,1.0
DABEL,BATISTA CAMPOS,RUA  VEIGA CABRAL,848,-1.461364,-48.496545,BARBEARIA TRADICIONAL BOTECO E LAVA JATO,1.0
DASAC,MARACANGALHA,RUA  OITO,21,-1.397786,-48.477503,BAR,1.0
DAENT,VAL-DE-CANS,RODOVIA  ARTHUR BERNARDES,150,-1.377908,-48.480739,RESTAURANTE SABOR DA HORA,1.0
DAMOS,BONFIM,RUA  BOA ESPERANCA,0,-1.123041,-48.390672,BAR,1.0
DABEN,COQUEIRO,AVENIDA  SECUNDARIA,0,-1.334655,-48.438493,BAR E SALAO DE FESTAS,1.0
DAOUT,BRASILIA,RUA  DAS MARGARIDAS,0,-1.281519,-48.467961,BAR DA TIA,1.0
DASAC,SACRAMENTA,RUA  CLAUDIO BORDALO,255,-1.407528,-48.469312,BAR,1.0
DAGUA,CONDOR,AVENIDA  BERNARDO SAYAO,3774,-1.475781,-48.4757,BAR,1.0
DAGUA,CONDOR,AVENIDA  BERNARDO SAYAO,3757,-1.475403,-48.475644,BAR,1.0
DAGUA,CONDOR,AVENIDA  BERNARDO SAYAO,0,-1.475304,-48.475706,BAR,1.0
DABEN,TAPANA,RUA  NATIVOS DE OLIVEIRA,28,-1.345449,-48.47038,BAR DA LOIRA,1.0
DAGUA,CREMACAO,RUA SAO MIGUEL,1426,-1.464341,-48.479283,BAR,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,0,-1.103622,-48.413504,RESTAURANTE,1.0
DAENT,UNIVERSITARIO,AVENIDA  RIO TUCUNDUBA,0,-1.467623,-48.450748,BAR,1.0
DASAC,SACRAMENTA,AVENIDA DOUTOR FREITAS,339,-1.412989,-48.470427,BAR,1.0
DABEN,BENGUI,VILA  SEM DENOMINACAO,232,-1.371148,-48.455751,RESTAURANTE RAINHA DO SABOR,1.0
DASAC,SACRAMENTA,AVENIDA DOUTOR FREITAS,339,-1.413059,-48.470372,RESTAURANTE DA TETE,1.0
DAGUA,GUAMA,RUA  DA OLARIA,1002,-1.468393,-48.455165,CASA DE EVENTOS,1.0
DAICO,CRUZEIRO,TRAVESSA  DO CRUZEIRO,582,-1.29364,-48.485085,RESTAURANTE FUNDO DE QUINTAL,1.0
DAMOS,PORTO ARTHUR,RUA  BEIRA RIO,0,-1.124972,-48.448643,BAR E RESTAURANTE,1.0
DABEL,NAZARE,RUA  BOAVENTURA DA SILVA,414,-1.448822,-48.487292,NOSTALGIC BAR,1.0
DAICO,CRUZEIRO,TRAVESSA  DO CRUZEIRO,99,-1.293286,-48.484315,CASA DE EVENTOS BRINCO DA PRINCESA,1.0
DAICO,CRUZEIRO,TRAVESSA  DO CRUZEIRO,630,-1.293302,-48.484514,RESTAURANTE MATAPI,1.0
DAICO,CRUZEIRO,TRAVESSA  DO CRUZEIRO,99,-1.293244,-48.484198,RESTAURANTE ESPETINHO,1.0
DAENT,CURIO-UTINGA,RUA  DO UTINGA,0,-1.424622,-48.446738,BAR,1.0
DAMOS,PORTO ARTHUR,RUA  BEIRA RIO,23,-1.123587,-48.448194,RESTAURANTE,1.0
DABEL,SAO BRAS,AVENIDA CONSELHEIRO FURTADO,3094,-1.456246,-48.470717,ACAIZE RESTAURANTE,1.0
DAENT,AGUAS LINDAS,AVENIDA  LIBERDADE,0,-1.417356,-48.394482,BAR,1.0
DAENT,SOUZA,ALAMEDA  NOVE,0,-1.415749,-48.449454,RESTAURANTE,1.0
DABEN,COQUEIRO,RUA  SEM DENOMINACAO 4,4,-1.340961,-48.445335,PATY E MAGUI BAR E RESTAURANTE,1.0
DABEL,SAO BRAS,AVENIDA  ALCINDO CACELA,1386,-1.448398,-48.477753,RESTAURANTE TERRACO FAMYLI,1.0
DABEL,SAO BRAS,TRAVESSA  NOVE DE JANEIRO,1730,-1.455521,-48.475726,SAMCRO BARBEARIA E BAR,1.0
DABEN,COQUEIRO,RUA  SEM DENOMINACAO 4,0,-1.340994,-48.445237,BAR,1.0
DAENT,CASTANHEIRA,RUA  VINTE E TRES DE AGOSTO,302,-1.40283,-48.433767,GILSON BAR E RESTAURANTE,1.0
DABEL,CAMPINA,TRAVESSA  PRIMEIRO DE MARCO,228,-1.450717,-48.498071,RESTAURANTE BOM AETITE,1.0
DAGUA,CONDOR,TRAVESSA  DOS TUPINAMBAS,2012,-1.472663,-48.479863,DANCETERIA SITIOS BAR,1.0
DAENT,CASTANHEIRA,RUA  VINTE E TRES DE AGOSTO,110,-1.4043,-48.432911,BAR,1.0
DAGUA,CONDOR,TRAVESSA PADRE EUTIQUIO,4075,-1.474338,-48.472519,BAR PARCERIA,1.0
DAGUA,CONDOR,TRAVESSA PADRE EUTIQUIO,4101,-1.474432,-48.47227,BAR POINT DOS AMIGOS,1.0
DABEN,BENGUI,PASSAGEM SAO PEDRO,1,-1.374597,-48.455253,CANTINHO DO CAFE,1.0
DAGUA,JURUNAS,RUA  DOS CARIPUNAS,886,-1.468147,-48.491809,RESTAURANTE,1.0
DASAC,PEDREIRA,TRAVESSA  MAURITI,1938,-1.431577,-48.466848,BAR E LANCHONETE LEAO DE OURO,1.0
DAENT,MANGUEIRAO,AVENIDA CORONEL BRITO,2,-1.381924,-48.457709,BAR DO RENATO,1.0
DAGUA,GUAMA,RUA  PAULO CICERO,174,-1.469296,-48.466274,DEPOSITO DE BEBIDAS DO MAURO,1.0
DAENT,MANGUEIRAO,AVENIDA CORONEL BRITO,1,-1.381868,-48.457699,LANCHONETE E BAR,1.0
DAENT,MANGUEIRAO,AVENIDA CORONEL BRITO,3,-1.381891,-48.457685,BAR E RESTAURANTE ANANHIAS,1.0
DAENT,MANGUEIRAO,AVENIDA CORONEL BRITO,4,-1.381942,-48.457699,BAR,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  TEOFILO MOURA,37,-1.292852,-48.470263,BAR,1.0
DABEN,PARQUE VERDE,PASSAGEM SAO FRANCISCO,2,-1.358275,-48.445935,BAR E LANCHONETE,1.0
DABEN,PRATINHA,RODOVIA  ARTHUR BERNARDES,16,-1.35953,-48.477345,BAR,1.0
DABEN,PRATINHA,PASSAGEM  SAMARITANA,0,-1.369925,-48.472242,RESTAURANTE SABOR CASEIRO,1.0
DABEN,PRATINHA,PASSAGEM  SAMARITANA,8,-1.370068,-48.472146,BAR,1.0
DABEN,PRATINHA,PASSAGEM SAO VICENTE DE PAULA,33,-1.35759,-48.470881,BAR DO CESAR,1.0
DABEL,CIDADE VELHA,TRAVESSA  BOM JARDIM,67,-1.461224,-48.501196,QUINTAL MERAKI BAR E RESTO,1.0
DABEL,CAMPINA,TRAVESSA  PRIMEIRO DE MARCO,362,-1.451394,-48.497215,DEPOSITO DE BEBIDAS NAZARE,1.0
DABEN,PRATINHA,PASSAGEM  SAMARITANA,0,-1.369898,-48.47219,ARARAS BAR,1.0
DAICO,PARACURI,TRAVESSA  DA SOLEDADE,999,-1.310363,-48.47768,DEPOSITO VILHENAS BAR,1.0
DABEL,CAMPINA,RUA  QUINZE DE NOVEMBRO,29,-1.452566,-48.502513,RESTAURANTE,1.0
DAENT,MARAMBAIA,RUA CAPITAO BRAGA,379,-1.403323,-48.436084,POINT DO CAFE,1.0
DAICO,PONTA GROSSA,TRAVESSA  DA SOLEDADE,999,-1.310266,-48.477734,XAREU VILHENAS BAR E CHOPERIA,1.0
DAENT,VAL-DE-CANS,RODOVIA  ARTHUR BERNARDES,62,-1.377019,-48.480205,BAR BROCAO,1.0
DABEL,CIDADE VELHA,TRAVESSA  MONTE ALEGRE,257,-1.463125,-48.500904,DOIS IRMAOS RESTAURANTE,1.0
DABEN,PARQUE VERDE,AVENIDA  DAS ANDORINHAS,0,-1.360801,-48.449487,RESTAURANTE,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,895,-1.108823,-48.418494,BAR,1.0
DAENT,VAL-DE-CANS,RODOVIA  ARTHUR BERNARDES,9,-1.376638,-48.480235,RESTAURANTE,1.0
DABEN,PARQUE VERDE,RODOVIA  AUGUSTO MONTENEGRO,0,-1.352907,-48.453428,ME GUSTA SORVETES E CAFES,1.0
DAGUA,JURUNAS,TRAVESSA  CARLOS DE CARVALHO,963,-1.466788,-48.494905,CAFE EM CASA,1.0
DABEN,PARQUE VERDE,RODOVIA  AUGUSTO MONTENEGRO,981,-1.35155,-48.453095,RESTAURANTE E PIZZARIA NAPOLI,1.0
DAGUA,CREMACAO,TRAVESSA  TRES DE MAIO,1989,-1.457607,-48.473816,RESTAURANTE ALICE COMIDAS TIPICAS,1.0
DAGUA,CREMACAO,TRAVESSA  TRES DE MAIO,1931,-1.457209,-48.47395,RESTAURANTE,1.0
DAGUA,CONDOR,AVENIDA  ALCINDO CACELA,4234,-1.474273,-48.475961,NETOS BAR,1.0
DAENT,AURA,ALAMEDA  DA PAZ,3,-1.414423,-48.397928,BAR,1.0
DASAC,SACRAMENTA,RUA  CLAUDIO BORDALO,303,-1.407452,-48.469758,DEPOSITO DE BEBIDAS,1.0
DASAC,SACRAMENTA,RUA  CLAUDIO BORDALO,279,-1.407519,-48.469497,DEPOSITO DE BEBIDAS,1.0
DAGUA,CREMACAO,TRAVESSA  TRES DE MAIO,2217,-1.45979,-48.473656,DEPOSITO DE BEBIDAS,1.0
DASAC,PEDREIRA,AVENIDA MARQUES DE HERVAL,904,-1.432192,-48.470908,BAR EGUA DU BUTECO,1.0
DABEL,SAO BRAS,AVENIDA  GENTIL BITTENCOURT,2166,-1.454621,-48.472754,CAFETERIA DIVINO SABOR,1.0
DAENT,MARAMBAIA,RUA  D,27,-1.399487,-48.449987,CASA DE EVENTOS,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,0,-1.263487,-48.55787,BAR REFERENCIA DA ILHA,1.0
DASAC,FATIMA,TRAVESSA  QUATORZE DE ABRIL,9,-1.44182,-48.470053,BAR,1.0
DAGUA,GUAMA,PASSAGEM SAO JOAO,1,-1.459356,-48.46011,RESTAURANTE,1.0
DASAC,MARACANGALHA,TRAVESSA  RIO AURA,22,-1.405656,-48.480565,BAR,1.0
DAENT,MARAMBAIA,RUA  MARAVALHO BELO,63,-1.399027,-48.440314,BOA VENTURA RESTAURANTE,1.0
DAICO,TENONE,PASSAGEM  QUINTA LINHA,113,-1.318096,-48.441021,RESTAURANTE BELO SABOR,1.0
DAOUT,SAO JOAO DO OUTEIRO,AVENIDA NOSSA SENHORA DA CONCEICAO,4,-1.271531,-48.472946,RESTAURANTE,1.0
DAGUA,MONTESE (TERRA FIRME),RUA  LAURO SODRE,310,-1.45487,-48.451456,DEPOSITO DE BEBIDAS CASA LIMA,1.0
DABEL,MARCO,RUA  JABATITEUA,295,-1.446424,-48.457681,BAR,1.0
DAICO,PONTA GROSSA,TRAVESSA  DA SOLEDADE,756,-1.310236,-48.48011,RESTAURANTE,1.0
DAICO,CAMPINA DE ICOARACI,TRAVESSA  MOURA CARVALHO,439,-1.295825,-48.471632,RESTAURANTE,1.0
DAENT,CASTANHEIRA,RUA  B,0,-1.398559,-48.432782,BAR PARADA OBRIGATORIA,1.0
DAMOS,MURUBIRA,RUA  BEIRA RIO,340,-1.121676,-48.444995,BAR E RESTAURANTE POUSADA DI NOVA,1.0
DAMOS,MURUBIRA,RUA  BEIRA RIO,96,-1.121482,-48.444098,BAR E RESTAURANTE CASA VELHA,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,440,-1.405544,-48.453072,RESTAURANTE BAR,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,506,-1.405111,-48.45325,CAFETERIA,1.0
DAGUA,GUAMA,PASSAGEM SAO RAIMUNDO,22,-1.473671,-48.470045,MERCEARIA E BAR,1.0
DAENT,MARAMBAIA,PASSAGEM  MIRASSELVA,266,-1.395274,-48.451386,BOTECO E CONVENIENCIA DO BENE,1.0
DAENT,MARAMBAIA,PASSAGEM SANTA MARTA,110,-1.399548,-48.451162,BAR DO MAURO,1.0
DAMOS,SAO FRANCISCO,ALAMEDA  SEM DENOMINACAO,0,-1.107354,-48.425538,BAR E RESTAURANTE ACONCHEGO,1.0
DAMOS,SAO FRANCISCO,ALAMEDA  SEM DENOMINACAO,0,-1.107792,-48.426523,BAR,1.0
DAMOS,SAO FRANCISCO,ALAMEDA  SEM DENOMINACAO,333,-1.107845,-48.426428,BAR,1.0
DAENT,AGUAS LINDAS,RUA  OSVALDO CRUZ,677,-1.398158,-48.397952,RESTAURANTE,1.0
DAENT,AGUAS LINDAS,RUA  OSVALDO CRUZ,602,-1.397571,-48.398,RESTAURANTE,1.0
DAMOS,SAO FRANCISCO,ALAMEDA  SEM DENOMINACAO,0,-1.106907,-48.425195,BAR E RESTAURANTE OASIS,1.0
DAGUA,JURUNAS,AVENIDA  BERNARDO SAYAO,1821,-1.476341,-48.49208,BAR,1.0
DASAC,SACRAMENTA,AVENIDA  PEDRO ALVARES CABRAL,380,-1.411636,-48.470584,RESTAURANTE BELO SABOR,1.0
DABEL,UMARIZAL,RUA  FERREIRA PENA,91,-1.43817,-48.483806,RESTAURANTE E LANCHONETE,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  DOS INOCENTES,254,-1.292305,-48.46738,BAR,1.0
DABEN,PRATINHA,RUA  IMPERADOR,23,-1.355215,-48.47627,BAR CORMECIO,1.0
DABEL,SAO BRAS,AVENIDA  ALCINDO CACELA,1302,-1.4481,-48.47794,RESTAURANTE CHEGA MAIS,1.0
DAGUA,GUAMA,PASSAGEM SAO JOAO,44,-1.459329,-48.458352,BAR,1.0
DASAC,SACRAMENTA,AVENIDA  PEDRO ALVARES CABRAL,399,-1.412884,-48.473264,BAR ELAVA JATO CARLINHO,1.0
DASAC,SACRAMENTA,AVENIDA  PEDRO ALVARES CABRAL,461,-1.413675,-48.474751,BAR NOVA DIMENSAO,1.0
DAGUA,GUAMA,TRAVESSA  BARAO DE MAMORE,96,-1.464354,-48.465487,DEPOSITO DE BEBIDAS,1.0
DAGUA,CANUDOS,AVENIDA  CIPRIANO SANTOS,0,-1.448698,-48.457135,RESTAURANTE ACAI,1.0
DAOUT,SAO JOAO DO OUTEIRO,ESTRADA  DO TUCUMAEIRA,3,-1.266703,-48.460502,BAR,1.0
DAENT,CURIO-UTINGA,AVENIDA  PRIMEIRO DE DEZEMBRO,122,-1.403332,-48.418426,BAR,1.0
DAOUT,SAO JOAO DO OUTEIRO,ESTRADA  DO TUCUMAEIRA,654,-1.267062,-48.460822,RESTAURANTE PRATO DE OURO,1.0
DAOUT,SAO JOAO DO OUTEIRO,ESTRADA  DO TUCUMAEIRA,5,-1.266493,-48.460324,BAR E MERCEARIA FERNANDO,1.0
DAGUA,JURUNAS,PORTO  BOA VIAGEM,1150,-1.474423,-48.496409,DEPOSITO DE BEBIDA BOX 3,1.0
DABEN,TAPANA,PASSAGEM  JOHN ENGELHARD,26,-1.361134,-48.462814,BAR,1.0
DAENT,VAL-DE-CANS,PASSAGEM  CALIFORNIA,48,-1.377002,-48.480297,DINHA RESTAURANTE,1.0
DAGUA,CONDOR,AVENIDA  ROBERTO CAMELIER,2261,-1.475443,-48.478713,PORTAL DO ACAI DEPOSITO DE BEBIDAS,1.0
DAICO,TENONE,PASSAGEM  ALACID NUNES,280,-1.325882,-48.438845,BAR E DEPOSITO DO NEYMAR,1.0
DABEL,CIDADE VELHA,TRAVESSA DOM BOSCO,94,-1.458536,-48.50535,BAR,1.0
DAGUA,JURUNAS,PORTO  BOA VIAGEM,1150,-1.474459,-48.496432,DEPOSITO DE BEBIDA BOX 4,1.0
DAGUA,JURUNAS,TRAVESSA  BOM JARDIM,2125,-1.474587,-48.487651,CIBER CAFE,1.0
DAENT,MARAMBAIA,RUA  DA MATA,660,-1.401882,-48.447501,JOGO DE BILHAR,1.0
DABEL,SAO BRAS,TRAVESSA  QUATORZE DE ABRIL,1128,-1.450108,-48.472398,HAKATA RESTAURANTE,1.0
DAGUA,GUAMA,AVENIDA  BERNARDO SAYAO,5207,-1.475494,-48.461409,RESTAURANTE BE E LUH,1.0
DABEL,CAMPINA,TRAVESSA  CAMPOS SALES,457,-1.453661,-48.498666,RESTAURANTE MOLEQUITO,1.0
DABEL,CAMPINA,TRAVESSA  CAMPOS SALES,439,-1.453601,-48.498845,RESTAURANTE COPA,1.0
DASAC,SACRAMENTA,PASSAGEM  A,371,-1.420571,-48.476668,BAR DOS AMIGOS,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,406,-1.40596,-48.453163,RESTAURANTE,1.0
DAGUA,GUAMA,AVENIDA  BERNARDO SAYAO,5207,-1.475638,-48.4613,RESTAURANTE BOM APETITE,1.0
DAICO,AGULHA,RUA  OITO DE MAIO,0,-1.303701,-48.46948,DEPOSITO DE BEBIDAS 8 DE MAIO,1.0
DAICO,AGUAS NEGRAS,RUA  HELIO AMANAJAS,89,-1.303163,-48.456867,BOTECO DO RENATO,1.0
